row,name,light_years_from_earth,stellar_magnitude,discovery_date,planet_type,orbital_period,eccentricity,solar_system_name,planet_discovery_method,planet_orbital_inclination,planet_density,right_ascension,declination,host_temperature,host_mass,host_radius,mass,radius,orbit_radius
3860,MOA-2007-BLG-400L b,18920.0,0.0,2008,Gas Giant,407.4 days,0,MOA-2007-BLG-400L,Microlensing,,0.0,18h09m41.98s,-29d13m27.0s,,0.3,,0.83,1.24,0.72
3861,MOA-2008-BLG-310L b,25117.0,0.0,2009,Neptune-like,4.5 years,0,MOA-2008-BLG-310L,Microlensing,,0.0,17h54m14.53s,-34d46m41.0s,,0.21,,23.4,0.462,1.61
3862,MOA-2008-BLG-379L b,10765.0,0.0,2013,Gas Giant,5.9 years,0,MOA-2008-BLG-379L,Microlensing,,0.0,17h58m49.44s,-30d11m49.0s,,0.56,,4.1,1.16,2.7
3863,MOA-2009-BLG-266L b,9916.0,0.0,2011,Neptune-like,7.6 years,0,MOA-2009-BLG-266L,Microlensing,,0.0,17h48m01.95s,-35d00m19.5s,,0.56,,10.4,0.286,3.2
3864,MOA-2009-BLG-319L b,19898.0,0.0,2010,Gas Giant,6 years,0,MOA-2009-BLG-319L,Microlensing,,0.0,18h06m58.13s,-26d49m10.9s,,0.38,,0.16,0.722,2.4
3865,MOA-2009-BLG-387L b,18561.0,0.0,2010,Gas Giant,5.4 years,0,MOA-2009-BLG-387L,Microlensing,52.0,0.0,17h53m50.79s,-33d59m25.2s,,0.19,,2.6,1.18,1.8
3866,MOA-2010-BLG-073L b,9134.0,0.0,2012,Gas Giant,3.3 years,0,MOA-2010-BLG-073L,Microlensing,,0.0,18h10m11.34s,-26d31m22.6s,,0.16,,11,1.11,1.21
3867,MOA-2010-BLG-117L b,11417.0,0.0,2018,Gas Giant,6.5 years,0,MOA-2010-BLG-117L,Microlensing,,0.0,18h07m49.67s,-25d20m40.7s,,0.58,,0.54,1.27,2.9
3868,MOA-2010-BLG-328L b,2642.0,0.0,2013,Neptune-like,2.7 years,0,MOA-2010-BLG-328L,Microlensing,,0.0,17h57m59.12s,-30d42m54.6s,,0.11,,9.2,0.266,0.92
3869,MOA-2010-BLG-353L b,20975.0,0.0,2015,Gas Giant,5.3 years,0,MOA-2010-BLG-353L,Microlensing,,0.0,18h05m12.94s,-27d17m35.6s,,0.18,,0.27,0.993,1.72
3870,MOA-2010-BLG-477L b,7503.0,0.0,2012,Gas Giant,3.5 years,0,MOA-2010-BLG-477L,Microlensing,,0.0,18h06m07.44s,-31d27m16.1s,5950.0,0.67,,1.5,1.21,2.0
3871,MOA-2011-BLG-028L b,24074.0,0.0,2016,Neptune-like,9.7 years,0,MOA-2011-BLG-028L,Microlensing,,0.0,18h03m24.96s,-29d12m48.3s,,0.75,,30,0.535,4.14
3872,MOA-2011-BLG-262L b,22834.0,0.0,2014,Neptune-like,2.7 years,0,MOA-2011-BLG-262L,Microlensing,,0.0,18h00m23.48s,-31d14m42.9s,,0.12,,17,0.383,0.95
3873,MOA-2011-BLG-291L b,14353.0,0.0,2018,Neptune-like,1.5 years,0,MOA-2011-BLG-291L,Microlensing,,0.0,17h55m28.29s,-29d10m14.4s,,0.15,,18,0.396,0.69
3874,MOA-2011-BLG-293L b,25183.0,0.0,2012,Gas Giant,1.5 years,0,MOA-2011-BLG-293L,Microlensing,,0.0,17h55m39.35s,-28d28m36.6s,,0.86,,4.8,1.15,1.1
3875,MOA-2011-BLG-322L b,24661.0,0.0,2013,Gas Giant,14.3 years,0,MOA-2011-BLG-322L,Microlensing,,0.0,18h04m53.60s,-27d13m15.4s,,0.39,,11.6,1.11,4.3
3876,MOA-2012-BLG-006L b,17289.0,0.0,2017,Gas Giant,46.6 years,0,MOA-2012-BLG-006L,Microlensing,,0.0,18h01m46.31s,-29d06m31.6s,,0.49,,8.4,1.12,10.2
3877,MOA-2012-BLG-505L b,23519.0,0.0,2017,Neptune-like,2.7 years,0,MOA-2012-BLG-505L,Microlensing,,0.0,17h52m34.34s,-32d02m24.3s,,0.1,,6.7,0.221,0.9
3878,MOA-2013-BLG-605L b,0.0,0.0,2016,Super Earth,5.3 years,0,MOA-2013-BLG-605L,Microlensing,,0.0,17h58m42.85s,-29d23m53.7s,,0.03,,3.2,1.6,0.94
3879,MOA-2015-BLG-337L b,23160.0,0.0,2018,Neptune-like,429.4 days,0,MOA-2015-BLG-337L,Microlensing,,0.0,18h07m47.69s,-28d10m13.0s,,0.01,,33.7,0.572,0.24
3880,MOA-2016-BLG-227L b,21203.0,0.0,2017,Gas Giant,4 years,0,MOA-2016-BLG-227L,Microlensing,,0.0,18h05m53.70s,-27d42m51.4s,,0.29,,2.8,1.18,1.67
3881,MOA-2016-BLG-319L b,22182.0,0.0,2018,Gas Giant,2.4 years,0,MOA-2016-BLG-319L,Microlensing,,0.0,17h54m58.13s,-29d45m01.7s,,0.15,,0.62,1.26,0.95
3882,MOA-bin-1L b,16636.0,0.0,2012,Gas Giant,27.6 years,0,MOA-bin-1L,Microlensing,,0.0,17h27m10.20s,-29d47m38.3s,,0.75,,3.7,1.16,8.3
3883,MOA-bin-29 b,23225.0,0.0,2019,Gas Giant,1.9 years,0,MOA-bin-29,Microlensing,,0.0,17h57m30.23s,-29d44m11.63s,,0.03,,0.6,1.26,0.48
3884,Mu Leonis b,106.0,3.88,2014,Gas Giant,357.8 days,0.09,mu Leo,Radial Velocity,,0.0,09h52m45.82s,+26d00m25.0s,4538.2,1.5,11.4,2.4,1.18,1.1
3885,MXB 1658-298 b,0.0,0.0,2017,Gas Giant,2.1 years,0,MXB 1658-298,Eclipse Timing Variations,,0.0,17h02m06.54s,-29d56m44.1s,,1.98,,23.7,1.07,1.613
3886,NGC 2682 Sand 364 b,2730.0,9.8,2014,Gas Giant,121.7 days,0.35,NGC 2682 Sand 364,Radial Velocity,,0.0,08h49m56.82s,+11d41m32.9s,4284.0,9.06,39.59,6.69,1.13,0.53
3887,NGC 2682 Sand 978 b,2747.0,9.71,2017,Gas Giant,1.4 years,0.16,NGC 2682 Sand 978,Radial Velocity,,0.0,08h51m17.48s,+11d45m22.7s,4200.0,1.37,,2.18,1.19,0
3888,NGC 2682 YBP 1194 b,2922.0,14.6,2014,Gas Giant,7 days,0.3,NGC 2682 YBP 1194,Radial Velocity,,0.0,08h51m00.81s,+11d48m52.8s,5780.0,1.01,,0.32,1.1,0
3889,NGC 2682 YBP 1514 b,3064.0,14.77,2014,Gas Giant,5.1 days,0.28,NGC 2682 YBP 1514,Radial Velocity,,0.0,08h51m00.77s,+11d53m11.5s,5725.0,0.96,,0.4,1.25,0
3890,NGC 2682 YBP 401 b,2777.0,13.7,2016,Gas Giant,4.1 days,0.15,NGC 2682 YBP 401,Radial Velocity,,0.0,08h51m19.05s,+11d40m15.7s,6165.0,1.14,,0.46,1.27,0
3891,NGTS-10 b,1059.0,14.34,2020,Gas Giant,0.8 days,0,NGTS-1,Transit,85.27,0.42,05h30m51.45s,-36d37m50.8s,3916.0,0.62,0.57,2.162,1.205,0.0143
3892,NGTS-11 b,625.0,12.456,2020,Gas Giant,35.5 days,0.13,NGTS-10,Transit,,1.43,06h07m29.3472s,-25d35m41.6268s,4600.0,0.7,0.7,0.344,0.817,0.201
3893,NGTS-1 b,731.0,15.524,2017,Gas Giant,2.6 days,0.02,NGTS-11,Transit,89.16,0.78,01h34m05.15s,-14d25m08.9s,5050.0,0.86,0.83,0.812,1.33,0.0326
3894,NGTS-2 b,1175.0,10.961,2018,Gas Giant,4.5 days,0,NGTS-2,Transit,88.5,0.226,14h20m29.49s,-31d12m07.5s,6478.0,1.64,1.7,0.74,1.595,0.063
3895,NGTS-3 A b,3295.0,14.642,2018,Gas Giant,1.7 days,0,NGTS-3 A,Transit,89.56,0.31,06h17m46.75s,-35d42m23.0s,5600.0,1.02,0.93,2.38,1.48,0.023
3896,NGTS-4 b,922.0,12.909,2019,Neptune-like,1.3 days,0,NGTS-4,Transit,82.5,3.45,05h58m23.76s,-30d48m42.49s,5143.0,0.75,0.84,20.6,0.284,0.019
3897,NGTS-5 b,1010.0,13.526,2019,Gas Giant,3.4 days,0,NGTS-5,Transit,86.6,0.0,14h44m13.9842s,+05d36m19.347s,4987.0,0.66,0.74,0.229,1.136,0.0382
3898,NGTS-6 b,1015.0,14.087,2019,Gas Giant,0.9 days,0,NGTS-6,Transit,78.23100000000002,0.711,05h03m10.90s,-30d23m57.6420s,4730.0,0.77,0.75,1.339,1.326,0.01677
3899,NGTS-8 b,1417.0,13.68,2019,Gas Giant,2.5 days,0.01,NGTS-8,Transit,86.9,0.89,21h55m54.2s,-14d04m05.85s,5241.0,0.89,0.98,0.93,1.09,0.035
3900,NGTS-9 b,2022.0,12.8,2019,Gas Giant,4.4 days,0.06,NGTS-9,Transit,84.1,2.93,09h27m41.0s,-19d20m50.33s,6330.0,1.34,1.38,2.9,1.07,0.058
3901,NN Serpentis c,1631.0,16.59,2010,Gas Giant,15.3 years,0.08,NN Ser,Eclipse Timing Variations,,0.0,15h52m56.13s,+12d54m44.7s,57000.0,0.54,,7.33,1.13,5.35
3902,NN Serpentis d,1631.0,16.59,2010,Gas Giant,7.9 years,0.19,NN Ser,Eclipse Timing Variations,,0.0,15h52m56.13s,+12d54m44.7s,57000.0,0.54,,2.3,1.19,3.43
3903,NSVS 14256825 b,2735.0,13.245,2019,Gas Giant,8.8 years,0.12,NSVS 14256825,Eclipse Timing Variations,,0.0,20h20m00.46s,+04d37m56.52s,40000.0,0.42,0.19,14.15,1.1,3.12
3904,Nu Ophiuchi b,151.0,3.34,2012,Gas Giant,1.5 years,0.12,nu Oph,Radial Velocity,90.0,0.0,17h59m01.59s,-09d46m25.1s,4886.0,2.7,14.6,22.206,1.07,1.79
3905,Nu Ophiuchi c,151.0,3.34,2012,Gas Giant,8.7 years,0.18,nu Oph,Radial Velocity,90.0,0.0,17h59m01.59s,-09d46m25.1s,4886.0,2.7,14.6,24.662,1.07,5.931
3906,NY Virginis b,1801.0,13.394,2011,Gas Giant,8.7 years,0.15,NY Vir,Eclipse Timing Variations,,0.0,13h38m48.15s,-02d01m49.1s,8868.67,,,2.3,1.19,3.3
3907,NY Virginis c,1801.0,13.394,2019,Gas Giant,24.1 years,0.15,NY Vir,Eclipse Timing Variations,,0.0,13h38m48.15s,-02d01m49.1s,8868.67,,,5.54,1.14,0
3908,OGLE-2003-BLG-235L b,18920.0,0.0,2004,Gas Giant,11.2 years,0,OGLE-2003-BLG-235L,Microlensing,,0.0,18h05m16.35s,-28d53m42.0s,,0.63,,2.6,1.18,4.3
3909,OGLE-2005-BLG-071L b,10438.0,0.0,2005,Gas Giant,10.1 years,0,OGLE-2005-BLG-071L,Microlensing,,0.0,17h50m09.77s,-34d40m23.5s,,0.46,,3.8,1.16,3.6
3910,OGLE-2005-BLG-169L b,13374.0,0.0,2006,Neptune-like,7.9 years,0,OGLE-2005-BLG-169L,Microlensing,,0.0,18h06m05.32s,-30d43m57.5s,,0.69,,14.1,0.343,3.5
3911,OGLE-2005-BLG-390L b,21529.0,0.0,2005,Neptune-like,9 years,0,OGLE-2005-BLG-390L,Microlensing,,0.0,17h54m19.19s,-30d22m38.3s,,0.22,,5.5,2.21,2.6
3912,OGLE-2006-BLG-109L b,4926.0,0.0,2008,Gas Giant,4.9 years,0,OGLE-2006-BLG-109L,Microlensing,,0.0,17h52m34.51s,-30d05m16.0s,,0.51,,0.73,1.25,2.3
3913,OGLE-2006-BLG-109L c,4926.0,0.0,2008,Gas Giant,13.5 years,0.15,OGLE-2006-BLG-109L,Microlensing,64.0,0.0,17h52m34.51s,-30d05m16.0s,,0.51,,0.27,0.994,4.5
3914,OGLE-2007-BLG-349L AB c,9003.0,0.0,2016,Gas Giant,7 years,0,OGLE-2007-BLG-349L A,Microlensing,,0.0,18h05m24.43s,-26d25m19.0s,,0.41,,0.25171,0.952,2.59
3915,OGLE-2007-BLG-368L b,19246.0,17.71,2009,Neptune-like,7.5 years,0,OGLE-2007-BLG-368L,Microlensing,,0.0,17h56m25.96s,-32d14m14.7s,,0.64,,20,0.421,3.3
3916,OGLE-2008-BLG-092L b,26422.0,0.0,2014,Gas Giant,90.7 years,0,OGLE-2008-BLG-092L,Microlensing,,0.0,17h47m29.42s,-34d43m35.6s,,0.71,,0.18,0.777,18.0
3917,OGLE-2008-BLG-355L b,22182.0,0.0,2014,Gas Giant,3.6 years,0,OGLE-2008-BLG-355L,Microlensing,,0.0,17h59m08.81s,-30d45m34.1s,,0.37,,4.6,1.15,1.7
3918,OGLE-2011-BLG-0173L b,19898.0,0.0,2018,Gas Giant,35.4 years,0,OGLE-2011-BLG-0173L,Microlensing,,0.0,17h57m15.78s,-28d14m01.9s,,0.41,,0.19,0.807,8.0
3919,OGLE-2011-BLG-0251L b,8383.0,0.0,2012,Gas Giant,8.8 years,0,OGLE-2011-BLG-0251L,Microlensing,,0.0,17h38m14.18s,-27d08m10.1s,,0.26,,0.53,1.27,2.72
3920,OGLE-2011-BLG-0265L b,14288.0,0.0,2015,Gas Giant,5.7 years,0,OGLE-2011-BLG-0265L,Microlensing,,0.0,17h57m47.72s,-27d23m40.3s,,0.21,,0.88,1.24,1.89
3921,OGLE-2012-BLG-0026L b,13110.0,0.0,2012,Gas Giant,7.8 years,0,OGLE-2012-BLG-0026L,Microlensing,,0.0,17h34m18.70s,-27d08m33.9s,,1.06,,0.145,0.688,4.0
3922,OGLE-2012-BLG-0026L c,13110.0,0.0,2012,Gas Giant,10.2 years,0,OGLE-2012-BLG-0026L,Microlensing,,0.0,17h34m18.70s,-27d08m33.9s,,1.06,,0.86,1.24,4.8
3923,OGLE-2012-BLG-0358L b,5741.0,0.0,2013,Gas Giant,5.7 years,0,OGLE-2012-BLG-0358L,Microlensing,,0.0,17h42m46.77s,-24d15m39.6s,,0.02,,1.85,1.2,0.87
3924,OGLE-2012-BLG-0406L b,16212.0,0.0,2013,Gas Giant,9.7 years,0,OGLE-2012-BLG-0406L,Microlensing,,0.0,17h53m18.17s,-30d28m16.2s,,0.44,,2.73,1.18,3.45
3925,OGLE-2012-BLG-0563L b,4241.0,0.0,2015,Gas Giant,1.5 years,0,OGLE-2012-BLG-0563L,Microlensing,,0.0,18h05m57.72s,-27d42m43.2s,,0.34,,0.39,1.23,0.9
3926,OGLE-2012-BLG-0724L b,21855.0,0.0,2016,Gas Giant,3.8 years,0,OGLE-2012-BLG-0724L,Microlensing,,0.0,17h55m52.39s,-29d49m06.7s,,0.29,,0.47,1.27,1.6
3927,OGLE-2012-BLG-0838L b,20616.0,0.0,2020,Gas Giant,14.8 years,0,OGLE-2012-BLG-0838L,Microlensing,,0.0,18h12m00.74s,-25d42m41.8s,,0.4,,0.167,0.748,4.43
3928,OGLE-2012-BLG-0950L b,9786.0,0.0,2016,Neptune-like,5.9 years,0,OGLE-2012-BLG-0950L,Microlensing,,0.0,18h08m04.62s,-29d43m53.7s,,0.56,,35,0.585,2.7
3929,OGLE-2013-BLG-0102L b,9916.0,0.0,2014,Gas Giant,2.3 years,0,OGLE-2013-BLG-0102L,Microlensing,,0.0,17h52m07.08s,-31d41m26.1s,,0.1,,12.569,1.1,0.8
3930,OGLE-2013-BLG-0132L b,12722.0,0.0,2017,Gas Giant,9.3 years,0,OGLE-2013-BLG-0132L,Microlensing,,0.0,17h59m03.51s,-28d25m15.7s,,0.54,,0.29,1.04,3.6
3931,OGLE-2013-BLG-0341L B b,3787.0,0.0,2014,Super Earth,1.5 years,0,OGLE-2013-BLG-0341L B,Microlensing,,0.0,17h52m07.49s,-29d50m46.0s,,0.15,,1.66,1.16,0.702
3932,OGLE-2013-BLG-0911L b,10504.0,0.0,2019,Gas Giant,165.2 days,0,OGLE-2013-BLG-0911L,Microlensing,,0.0,17h55m31.98s,-29d15m13.8s,,0.29,,9.51,1.12,0.39
3933,OGLE-2013-BLG-1721L b,20551.0,0.0,2017,Gas Giant,6.2 years,0,OGLE-2013-BLG-1721L,Microlensing,,0.0,17h52m30.37s,-30d17m33.7s,,0.46,,0.64,1.26,2.6
3934,OGLE-2013-BLG-1761L b,22508.0,0.0,2018,Gas Giant,4.2 years,0,OGLE-2013-BLG-1761L,Microlensing,,0.0,17h53m38.28s,-28d53m43.0s,,0.33,,2.7,1.18,1.8
3935,OGLE-2014-BLG-0124L b,13374.0,0.0,2015,Gas Giant,6.5 years,0,OGLE-2014-BLG-0124L,Microlensing,,0.0,18h02m29.21s,-28d23m46.5s,,0.71,,0.51,1.27,3.11
3936,OGLE-2014-BLG-0676L b,7242.0,0.0,2016,Gas Giant,11.7 years,0,OGLE-2014-BLG-0676L,Microlensing,,0.0,17h52m24.50s,-30d32m54.2s,,0.62,,3.09,1.17,4.4
3937,OGLE-2014-BLG-1722L b,20877.0,0.0,2018,Gas Giant,4.1 years,0,OGLE-2014-BLG-1722L,Microlensing,,0.0,17h55m00.57s,-31d28m08.6s,,0.4,,0.17399,0.766,1.9
3938,OGLE-2014-BLG-1722L c,20877.0,0.0,2018,Gas Giant,6.3 years,0,OGLE-2014-BLG-1722L,Microlensing,,0.0,17h55m00.57s,-31d28m08.6s,,0.4,,0.26335,0.978,2.5
3939,OGLE-2014-BLG-1760L b,22377.0,0.0,2016,Gas Giant,3.2 years,0,OGLE-2014-BLG-1760L,Microlensing,,0.0,17h57m38.16s,-28d57m47.4s,,0.51,,0.56,1.26,1.75
3940,OGLE-2015-BLG-0051L b,26748.0,0.0,2016,Gas Giant,2 years,0,OGLE-2015-BLG-0051L,Microlensing,,0.0,17h58m39.01s,-28d01m54.1s,,0.1,,0.72,1.25,0.73
3941,OGLE-2015-BLG-0954L b,1957.0,0.0,2016,Gas Giant,3.7 years,0,OGLE-2015-BLG-0954L,Microlensing,,0.0,18h00m44.24s,-28d39m39.2s,,0.3,,3.4,1.17,1.6
3942,OGLE-2015-BLG-0966L b,8155.0,0.0,2016,Neptune-like,4.9 years,0,OGLE-2015-BLG-0966L,Microlensing,,0.0,17h55m01.02s,-29d02m49.6s,,0.38,,21,0.433,2.1
3943,OGLE-2015-BLG-1649L b,13798.0,0.0,2019,Gas Giant,5.1 years,0,OGLE-2015-BLG-1649L,Microlensing,,0.0,18h04m49.21s,-32d37m58.90s,,0.34,,2.54,1.18,2.07
3944,OGLE-2015-BLG-1670L b,21855.0,0.0,2019,Neptune-like,5.7 years,0,OGLE-2015-BLG-1670L,Microlensing,,0.0,17h52m38.11s,-28d33m06.9s,,0.55,,17.9,0.394,2.62
3945,OGLE-2015-BLG-1771L b,23062.0,0.0,2020,Gas Giant,2.8 years,0,OGLE-2015-BLG-1771L,Microlensing,,0.0,17h55m11.76s,-28d51m45.9s,,0.08,,0.433,1.28,0.85
3946,OGLE-2016-BLG-0263L b,21203.0,0.0,2017,Gas Giant,34.8 years,0,OGLE-2016-BLG-0263L,Microlensing,,0.0,17h59m34.90s,-31d49m07.0s,,0.13,,4.1,1.16,5.4
3947,OGLE-2016-BLG-0613L AB b,11123.0,0.0,2017,Gas Giant,19.1 years,0,OGLE-2016-BLG-0613L AB,Microlensing,,0.0,17h57m02.50s,-28d06m58.2s,,0.72,,4.18,1.16,6.4
3948,OGLE-2016-BLG-1067L b,12167.0,0.0,2019,Gas Giant,4 years,0,OGLE-2016-BLG-1067L,Microlensing,,0.0,18h12m49.08s,-27d00m45.5s,,0.3,,0.43,1.28,1.7
3949,OGLE-2016-BLG-1190L b,22084.0,0.0,2017,Gas Giant,3.4 years,0,OGLE-2016-BLG-1190L,Microlensing,41.2,0.0,17h58m52.30s,-27d36m48.8s,,0.88,,13.38,1.1,2.17
3950,OGLE-2016-BLG-1195L b,12754.0,0.0,2017,Super Earth,4.4 years,0,OGLE-2016-BLG-1195L,Microlensing,,0.0,17h55m23.50s,-30d12m26.1s,,0.08,,1.43,1.11,1.16
3951,OGLE-2016-BLG-1227L b,0.0,0.0,2020,Gas Giant,19.8 years,0,OGLE-2016-BLG-1227L,Microlensing,,0.0,17h42m23.31s,-33d45m35.2s,,0.1,,0.79,1.24,3.4
3952,OGLE-2017-BLG-0173L b,15348.0,0.0,2018,Super Earth,12.2 years,0,OGLE-2017-BLG-0173L,Microlensing,,0.0,17h51m52.95s,-29d16m16.9s,,0.4,,3.269,1.62,3.913
3953,OGLE-2017-BLG-0373L b,19295.0,0.0,2018,Gas Giant,7.6 years,0,OGLE-2017-BLG-0373L,Microlensing,,0.0,17h57m19.06s,-31d57m06.2s,,0.25,,0.401,1.25,2.424
3954,OGLE-2017-BLG-0406L b,16962.0,0.0,2020,Gas Giant,8.8 years,0,OGLE-2017-BLG-0406L,Microlensing,,0.0,17h55m59.92s,-29d51m47.3s,,0.56,,0.41,1.27,3.5
3955,OGLE-2017-BLG-0482L b,18920.0,0.0,2018,Neptune-like,5.4 years,0,OGLE-2017-BLG-0482L,Microlensing,,0.0,17h56m11.73s,-30d31m42.1s,,0.2,,9,0.263,1.8
3956,OGLE-2017-BLG-1140L b,0.0,0.0,2018,Gas Giant,2.2 years,0,OGLE-2017-BLG-1140L,Microlensing,,0.0,17h47m31.93s,-24d31m21.6s,,0.21,,1.59,1.21,1.02
3957,OGLE-2017-BLG-1434L b,2805.0,0.0,2018,Super Earth,2.7 years,0,OGLE-2017-BLG-1434L,Microlensing,,0.0,17h53m07.29s,-30d14m44.6s,,0.23,,4.44962,1.95,1.18
3958,OGLE-2017-BLG-1522L b,0.0,0.0,2018,Gas Giant,2.3 years,0,OGLE-2017-BLG-1522L,Microlensing,,0.0,18h01m16.65s,-28d27m43.1s,,0.04,,0.75,1.25,0.59
3959,OGLE-2018-BLG-0596L b,18430.0,0.0,2019,Neptune-like,2 years,0,OGLE-2018-BLG-0596L,Microlensing,,0.0,17h56m13.33s,-29d11m56.7s,,0.23,,13.93,0.34,0.97
3960,OGLE-2018-BLG-0677L b,24726.0,0.0,2020,Super Earth,1.4 years,0,OGLE-2018-BLG-0677L,Microlensing,,0.0,17h55m00.27s,-32d00m59.51s,,0.12,,3.96,1.82,0.63
3961,OGLE-2018-BLG-0740L b,10438.0,0.0,2019,Gas Giant,15 years,0,OGLE-2018-BLG-0740L,Microlensing,,0.0,18h08m42.47s,-29d50m08.9s,5912.0,1.0,,4.8,1.15,6.1
3962,OGLE-2018-BLG-1011L b,23160.0,0.0,2019,Gas Giant,5.7 years,0,OGLE-2018-BLG-1011L,Microlensing,,0.0,17h56m03.36s,-29d04m58.4s,,0.18,,1.8,1.2,1.8
3963,OGLE-2018-BLG-1011L c,23160.0,0.0,2019,Gas Giant,1.7 years,0,OGLE-2018-BLG-1011L,Microlensing,,0.0,17h56m03.36s,-29d04m58.4s,,0.18,,2.8,1.18,0.8
3964,OGLE-2018-BLG-1700L b,24791.0,0.0,2020,Gas Giant,7.2 years,0,OGLE-2018-BLG-1700L,Microlensing,,0.0,17h59m49.45s,-28d31m43.1s,,0.42,,4.4,1.15,2.8
3965,OGLE2-TR-L9 b,5560.0,14.564,2008,Gas Giant,2.5 days,0,OGLE-TR-10,Transit,90.0,0.4,17h51m28.25s,-29d52m34.9s,5950.0,1.14,1.17,4.5,1.61,0.0308
3966,OGLE-TR-10 b,4522.0,14.93,2004,Gas Giant,3.1 days,< 0.82,OGLE-TR-111,Transit,88.3,0.0,10h53m17.91s,-61d24m20.3s,5040.0,0.85,0.83,0.62,1.25,0.0434
3967,OGLE-TR-111 b,3578.0,15.55,2004,Gas Giant,4 days,< 0.54,OGLE-TR-113,Transit,87.8,1.2,10h52m24.40s,-61d26m48.5s,4790.0,0.78,0.77,0.55,1.019,0.0473
3968,OGLE-TR-113 b,1957.0,14.42,2004,Gas Giant,1.4 days,< 0.15,OGLE-TR-132,Transit,83.4,0.85,10h50m34.72s,-61d57m25.9s,6210.0,1.3,1.32,1.26,1.093,0.02289
3969,OGLE-TR-132 b,8155.0,15.72,2004,Gas Giant,1.7 days,< 0.6,OGLE-TR-182,Transit,85.7,0.0,11h09m18.71s,-61d05m42.9s,5924.0,1.14,1.14,1.18,1.2,0.03035
3970,OGLE-TR-182 b,8708.0,16.678,2007,Gas Giant,4 days,0,OGLE-TR-211,Transit,87.2,0.0,10h40m14.39s,-62d27m20.2s,6325.0,1.33,1.64,1.01,1.13,0.051
3971,OGLE-TR-211 b,5136.0,15.07,2007,Gas Giant,3.7 days,0,OGLE-TR-56,Transit,77.6,0.68,17h56m35.51s,-29d32m21.2s,6050.0,,,1.03,1.36,0.051
3972,OGLE-TR-56 b,923.0,15.3,2002,Gas Giant,1.2 days,< 0.67,OGLE2-TR-L9,Transit,79.8,0.0,11h07m55.18s,-61d08m46.5s,6933.0,1.52,1.53,1.39,1.363,0.02383
3973,Omega Serpentis b,251.0,5.23,2013,Gas Giant,277 days,0.11,ome Ser,Radial Velocity,,0.0,15h50m17.55s,+02d11m47.4s,4770.0,2.17,12.3,1.7,1.2,1.1
3974,Omicron Coronae Borealis b,277.0,5.51,2012,Gas Giant,187.8 days,0.19,omi CrB,Radial Velocity,,0.0,15h20m08.56s,+29d36m58.4s,4749.0,2.13,10.5,1.5,1.21,0.83
3975,Omicron Ursae Majoris b,197.0,3.36,2012,Gas Giant,4.5 years,0.13,omi UMa,Radial Velocity,,0.0,08h30m15.87s,+60d43m05.4s,5242.0,3.09,14.1,4.1,1.16,3.9
3976,Ophiuchi 11 b,408.0,18.912,2006,Gas Giant,20000 years,0,Oph 11,Imaging,,0.0,16h22m25.21s,-24d05m13.9s,2375.0,0.02,,14,1.1,243.0
3977,PDS 70 b,370.0,12.233,2018,Gas Giant,119.2 years,0.19,PDS 70,Imaging,140.0,0.0,14h08m10.16s,-41d23m52.58s,3972.0,,,3,2.72,20.0
3978,PDS 70 c,370.0,12.233,2019,Gas Giant,227.5 years,0.11,PDS 70,Imaging,132.0,0.0,14h08m10.16s,-41d23m52.58s,3972.0,,,2,2.04,34.0
3979,PH1 b,3262.0,13.699000000000002,2012,Neptune-like,138.3 days,0.07,PH1,Transit,90.05,0.0,19h52m51.63s,+39d57m18.4s,6407.0,1.53,1.73,0.531,0.551,0.652
3980,PH2 b,1133.0,12.581,2013,Gas Giant,282.5 days,0.41,PH2,Transit,89.83,0.0,19h19m03.26s,+51d57m45.4s,5629.0,0.94,1.0,80,0.903,0.828
3981,Pi Mensae c,60.0,5.67,2018,Neptune-like,6.3 days,0,HD 39091,Transit,87.456,2.97,05h37m09.89s,-80d28m08.8s,6037.0,1.09,1.1,4.82,2.042,0.06839
3982,POTS-1 b,3914.0,17.94,2013,Gas Giant,3.2 days,0,POTS-1,Transit,88.06,0.0,13h34m26.13s,-66d34m52.0s,4400.0,0.69,0.59,2.31,0.941,0.03734
3983,Pr0201 b,592.0,10.52,2012,Gas Giant,4.4 days,0,Pr0201,Radial Velocity,,0.0,08h41m43.82s,+20d13m36.8s,6174.0,1.24,1.15,0.54,1.27,0.06
3984,Pr0211 b,599.0,12.06,2012,Gas Giant,2.1 days,0.01,Pr0211,Radial Velocity,,0.0,08h42m11.49s,+19d16m37.4s,5300.0,0.94,0.83,1.88,1.2,0.03176
3985,Pr0211 c,599.0,12.06,2016,Gas Giant,13.3 years,0.71,Pr0211,Radial Velocity,,0.0,08h42m11.49s,+19d16m37.4s,5300.0,0.94,0.83,7.79,1.12,5.5
3986,Proxima Centauri b,4.0,11.11,2016,Super Earth,11.2 days,< 0.35,Proxima Cen,Radial Velocity,,0.0,14h29m42.95s,-62d40m46.1s,3050.0,0.12,0.14,1.27,1.08,0.0485
3987,Psi 1 Draconis B b,72.0,5.699,2015,Gas Giant,8.5 years,0.4,psi 1 Dra B,Radial Velocity,,0.0,17h41m58.10s,+72d09m24.9s,6212.0,1.19,,1.53,1.21,4.43
